address,chain_id,decimals,dex_id,name,pair_id,symbol
0x208f8c39bc591ca724444fa657b506a8a276ad46,42161,,1141,Checks Token,12787,CHECKS
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12787,USDC
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
,42161,,1141,,12787,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,42161,,1158,Fantom Bomb,11429,fBOMB
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1158,Wrapped Ether,11429,WETH
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
,42161,,1158,,11429,
0x367bdc17f5b7688c262a4579213cce46738a1662,42161,,1141,Psyop,12788,PSYOP
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12788,USDC
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
,42161,,1141,,12788,
0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,42161,,1149,AIDOGE,11591,AIDOGE
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1149,USD Coin (Arb1),11591,USDC
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
,42161,,1149,,11591,
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12789,USDC
0x48b9e5b7875af6c76315d4bec3c5f06474a27402,42161,,1141,Arbi Four,12789,FOUR
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
,42161,,1141,,12789,
0x29ab008fb347c731c094107e66d041a033ac74df,42161,,1177,KeyofLife.fi/keyCHR - Chronos veNFT wrapper,11901,keyCHR
0x15b2fb8f08e4ac1ce019eadae02ee92aedf06851,42161,,1177,CHRONOS,11901,CHR
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
,42161,,1177,,11901,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1177,Wrapped Ether,11902,WETH
0x3c1748d647e6a56b37b66fcd2b5626d0461d3aa0,42161,,1177,ACryptoS,11902,ACS
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
,42161,,1177,,11902,
0xb7537797782bc97782d3e3540426b509cea7f0ba,42161,,1141,BRUH,12790,BRUH
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12790,USDC
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
,42161,,1141,,12790,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12791,WETH
0x912ce59144191c1204e64559fe8253a0e49e6548,42161,,1141,Arbitrum,12791,ARB
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
,42161,,1141,,12791,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12006,WETH
0xa2145cf5dd3ea87a48c2a6ae2ce0df52519a57d4,42161,,1141,Freddo,12006,FRED
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
,42161,,1141,,12006,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12792,WETH
0x539bde0d7dbd336b79148aa742883198bbf60342,42161,,1141,MAGIC,12792,MAGIC
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
,42161,,1141,,12792,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12777,WETH
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12777,USDC
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
,42161,,1141,,12777,
0x9cc3d8b8d7ef22e246b848c356e4e9f4b0bd2068,42161,,1141,BOBO,12793,BOBO
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12793,WETH
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
,42161,,1141,,12793,
0x586ccc05c58f5ff802a716a27141e7e02783dec8,42161,,1141,Arbi GGBOND,12794,GGBOND
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12794,USDC
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
,42161,,1141,,12794,
0xd4d42f0b6def4ce0383636770ef773390d85c61a,42161,,1141,SushiToken,12795,SUSHI
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12795,WETH
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
,42161,,1141,,12795,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12796,WETH
0xc628534100180582e43271448098cb2c185795bd,42161,,1141,Flashstake,12796,FLASH
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
,42161,,1141,,12796,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12797,WETH
0xbf3bbcb87bc0473639fcf0cbb8f976041040a758,42161,,1141,Moonbitrum,12797,MBR
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
,42161,,1141,,12797,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12798,WETH
0x69078edc7b86bf6aa8fef2221df79de04a8513ae,42161,,1141,Ai Tiger Coin,12798,ATGC
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
,42161,,1141,,12798,
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12799,USDC
0xd4d42f0b6def4ce0383636770ef773390d85c61a,42161,,1141,SushiToken,12799,SUSHI
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
,42161,,1141,,12799,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12800,WETH
0xd0ce40ad20cdbd5f89837207ed9efb22050b4235,42161,,1141,Kekko,12800,KEKKO
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
,42161,,1141,,12800,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12801,WETH
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,42161,,1141,Dai Stablecoin,12801,DAI
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
,42161,,1141,,12801,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12802,WETH
0x6c2c06790b3e3e3c38e12ee22f8183b37a13ee55,42161,,1141,Dopex Governance Token,12802,DPX
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
,42161,,1141,,12802,
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12803,USDC
0x912ce59144191c1204e64559fe8253a0e49e6548,42161,,1141,Arbitrum,12803,ARB
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
,42161,,1141,,12803,
0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,42161,,1141,Wrapped BTC,12804,WBTC
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,42161,,1141,Wrapped Ether,12804,WETH
,42161,,1141,,12804,
,42161,,1141,,12804,
,42161,,1141,,12804,
,42161,,1141,,12804,
,42161,,1141,,12804,
,42161,,1141,,12804,
,42161,,1141,,12804,
,42161,,1141,,12804,
